,track_name,available_markets,duration_ms,explicit,artists_names,principal_artist_name,principal_artist_followers,acousticness,danceability,energy,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,year,sound_system
127,40 Hour Week (For A Livin'),"Europe, Africa, Asia, America, Oceania",201026,False,Alabama,Alabama,1290590,0.123,0.578,0.44,4,0.145,-14.644,B,0.111,85.213,4,0.439,47,1986,E-Flat Major
128,400 Degreez,"Europe, Africa, Asia, America, Oceania",249133,True,JUVENILE,JUVENILE,929418,0.14,0.856,0.472,3,0.123,-9.452,B,0.0641,96.955,4,0.642,52,1998,A-Flat Major
129,40oz. To Freedom,"Europe, Africa, Asia, America, Oceania",183000,True,Sublime,Sublime,2621422,0.00053,0.688,0.489,0,0.143,-7.848,B,0.0378,94.27,4,0.364,62,1992,B Major
130,45,"Europe, Africa, Asia, America, Oceania",250093,False,Shinedown,Shinedown,3942993,0.0022,0.446,0.657,7,0.189,-4.494,B,0.0262,152.132,3,0.215,68,2003,C Major
131,4:44,"Europe, Africa, Asia, America, Oceania",284493,True,JAY-Z,JAY-Z,8594492,0.139,0.261,0.852,9,0.477,-4.965,B,0.158,177.997,4,0.431,74,2017,D Major
132,4EVER,"Europe, Africa, Asia, America, Oceania",159595,False,Clairo,Clairo,4083905,0.049,0.75,0.585,9,0.155,-7.576,A,0.0285,102.331,4,0.584,75,2018,B Minor
133,4Ever (feat. Fabolous),"Europe, Africa, Asia, America, Oceania",222946,False,Lil' Mo;Fabolous,Lil' Mo,290015,0.0279,0.683,0.657,6,0.367,-10.668,B,0.099,99.059,4,0.764,59,2003,F Major
134,4th Chamber,"Europe, Africa, Asia, America, Oceania",276967,False,GZA;RZA;Ghostface Killah;Killah Priest,GZA,509592,0.0271,0.708,0.447,1,0.102,-6.305,B,0.0952,89.62,4,0.0384,59,1995,F-Sharp Major
135,5 Foot 9,"Europe, Africa, Asia, America, Oceania",189780,False,Tyler Hubbard,Tyler Hubbard,84367,0.146,0.602,0.796,5,0.125,-5.609,B,0.0465,106.005,4,0.53,73,2022,B-Flat Major
136,5 Letras,"Europe, Africa, Asia, America, Oceania",195573,False,Alexis y Fido,Alexis y Fido,5248510,0.272,0.82,0.788,6,0.0404,-5.478,A,0.191,93.961,4,0.648,70,2007,D Minor
137,5 Minutes Alone,"Europe, Africa, Asia, America, Oceania",347440,True,Pantera,Pantera,4581982,0.000748,0.504,0.856,7,0.114,-6.271,B,0.0423,95.402,4,0.585,65,1994,C Major
138,5% TINT,"Europe, Africa, Asia, America, Oceania",196138,True,Travis Scott,Travis Scott,23839476,0.173,0.712,0.481,4,0.241,-5.415,A,0.0487,140.0,4,0.062,81,2018,C Minor
139,5-1-5-0,"Europe, Africa, Asia, America, Oceania",182893,False,Dierks Bentley,Dierks Bentley,3065136,0.0246,0.554,0.849,1,0.31,-5.181,A,0.0357,116.992,4,0.683,68,2012,E-Flat Minor
140,50 Ways to Say Goodbye,"Europe, Africa, Asia, America, Oceania",247946,False,Train,Train,4348518,0.000284,0.591,0.935,6,0.142,-2.664,B,0.0478,140.043,4,0.736,70,2012,F Major
141,500lbs,"Europe, Africa, Asia, America, Oceania",144390,True,Lil Tecca,Lil Tecca,6226718,0.134,0.731,0.667,7,0.114,-7.928,A,0.0815,123.042,4,0.485,81,2023,A Minor
142,505,America,253586,False,Arctic Monkeys,Arctic Monkeys,21309962,0.00237,0.52,0.852,0,0.0733,-5.866,B,0.0543,140.267,4,0.234,81,2007,B Major
143,5150,"Europe, Africa, Asia, America, Oceania",342666,False,Van Halen,Van Halen,5580447,0.00965,0.254,0.72,1,0.0573,-13.81,B,0.0471,157.652,4,0.679,52,1986,F-Sharp Major
144,5446 Thats My Number/ Ball And Chain,"Europe, Africa, Asia, America, Oceania",317640,False,Sublime,Sublime,2621422,0.00122,0.671,0.729,2,0.262,-7.554,B,0.177,99.641,4,0.33,56,1992,D-Flat Major
145,6 'N the Mornin',"Europe, Africa, Asia, America, Oceania",224866,True,ICE-T,ICE-T,1297678,0.00282,0.823,0.745,5,0.323,-6.637,A,0.247,91.919,4,0.58,53,1987,G Minor
146,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","Europe, Africa, Asia, America, Oceania",254000,False,Franz Liszt;Daniel Barenboim,Franz Liszt,752061,0.993,0.368,0.00363,1,0.137,-36.759,B,0.035,69.363,3,0.085,62,1992,F-Sharp Major
147,6 Foot 7 Foot,"Europe, Africa, Asia, America, Oceania",248586,True,Lil Wayne;Cory Gunz,Lil Wayne,13995427,0.0007,0.364,0.752,2,0.318,-5.429,B,0.304,79.119,4,0.606,74,2011,D-Flat Major
148,"6 Pezzi, P. 44: No. 6. Internmezzo-serenata","Europe, Africa, Asia, America, Oceania",146866,False,Ottorino Respighi;Konstantin Scherbakov,Ottorino Respighi,45497,0.991,0.273,0.00735,9,0.0861,-32.622,B,0.0375,82.504,3,0.076,59,1997,D Major
149,6 Underground,America,228840,False,Sneaker Pimps,Sneaker Pimps,238630,0.0281,0.587,0.687,1,0.121,-8.635,A,0.0509,169.938,4,0.402,59,1996,E-Flat Minor
150,679 (feat. Remy Boyz),"Europe, Africa, Asia, America, Oceania",196693,True,Fetty Wap;Remy Boyz,Fetty Wap,4549713,0.00256,0.618,0.717,7,0.625,-5.738,B,0.318,190.05,4,0.603,76,2015,C Major
151,6locc 6a6y,"Europe, Africa, Asia, America, Oceania",131285,True,Lil Loaded,Lil Loaded,962934,0.296,0.871,0.702,5,0.0912,-8.025,B,0.253,125.089,4,0.675,73,2019,B-Flat Major
152,6th Avenue Heartache,"Europe, Africa, Asia, America, Oceania",337400,False,The Wallflowers,The Wallflowers,781037,0.046,0.454,0.853,5,0.334,-6.494,B,0.0367,150.081,4,0.531,60,1996,B-Flat Major
153,7 & 7,"Europe, Africa, Asia, America, Oceania",289653,False,Turnpike Troubadours,Turnpike Troubadours,451087,0.0227,0.401,0.802,9,0.338,-5.278,B,0.0294,191.093,4,0.849,64,2010,D Major
154,7 Days,"Europe, Africa, Asia, America, Oceania",235133,False,Craig David,Craig David,868675,0.23,0.659,0.812,4,0.0951,-7.499,A,0.0487,83.014,4,0.888,73,2000,C Minor
155,7 Summers,"Europe, Africa, Asia, America, Oceania",210506,False,Morgan Wallen,Morgan Wallen,6957293,0.417,0.466,0.786,0,0.125,-5.13,B,0.0328,203.903,4,0.571,80,2021,B Major
156,7 Things - Single Version,"Europe, Africa, Asia, America, Oceania",213453,False,Miley Cyrus,Miley Cyrus,21980234,0.0232,0.59,0.903,1,0.0786,-4.478,A,0.0363,107.023,4,0.542,66,2008,E-Flat Minor
157,7 Words,"Europe, Africa, Asia, America, Oceania",223893,True,Deftones,Deftones,4313713,0.0001,0.431,0.906,9,0.123,-6.13,B,0.0945,125.459,4,0.53,70,1995,D Major
158,7 Years,"Europe, Africa, Asia, America, Oceania",237300,False,Lukas Graham,Lukas Graham,2130999,0.287,0.765,0.473,10,0.391,-5.829,B,0.0514,119.992,4,0.34,85,2016,A Major
159,7 rings,"Europe, Africa, Asia, America, Oceania",178626,True,Ariana Grande,Ariana Grande,93325304,0.592,0.778,0.317,1,0.0881,-10.732,A,0.334,140.048,4,0.327,86,2019,E-Flat Minor
160,7/11,"Europe, Africa, Asia, America, Oceania",213506,False,Beyoncé,Beyoncé,35748235,0.0128,0.747,0.705,9,0.126,-5.137,A,0.126,136.024,4,0.56,72,2014,B Minor
161,772 Love,"Europe, Africa, Asia, America, Oceania",209488,True,YNW Melly,YNW Melly,9464850,0.226,0.676,0.623,6,0.159,-7.297,A,0.0352,111.466,4,0.347,75,2017,D Minor
162,7AM,"Europe, Africa, Asia, America, Oceania",219712,True,Lil Uzi Vert,Lil Uzi Vert,15793012,0.275,0.638,0.526,7,0.462,-8.401,B,0.131,139.054,4,0.301,69,2015,C Major
163,8 Mile,"Europe, Africa, Asia, America, Oceania",359400,True,Eminem,Eminem,75934997,0.125,0.74,0.94,9,0.132,-4.195,B,0.285,89.981,4,0.489,63,2002,D Major
164,865,"Europe, Africa, Asia, America, Oceania",190680,False,Morgan Wallen,Morgan Wallen,6957293,0.723,0.532,0.584,8,0.101,-5.254,B,0.0248,88.003,4,0.367,73,2021,G Major
165,8TEEN,"Europe, Africa, Asia, America, Oceania",228600,False,Khalid,Khalid,16124021,0.225,0.83,0.585,1,0.0576,-5.802,B,0.0366,105.03,4,0.642,77,2017,F-Sharp Major
166,90 Millas (90 Miles),"Europe, Africa, Asia, America, Oceania",98106,False,Los Inquietos Del Norte,Los Inquietos Del Norte,1482147,0.00474,0.796,0.754,7,0.0826,-7.876,B,0.0552,122.046,4,0.794,65,2009,C Major
167,90210 (feat. Kacy Hill),"Europe, Africa, Asia, America, Oceania",339066,True,Travis Scott;Kacy Hill,Travis Scott,23839476,0.113,0.402,0.526,9,0.105,-6.741,A,0.0904,81.404,4,0.312,81,2015,B Minor
168,911 - En Vivo,"Europe, Africa, Asia, America, Oceania",175423,False,Fuerza Regida;Grupo Frontera,Fuerza Regida,4519905,0.528,0.641,0.517,0,0.136,-5.472,B,0.0673,127.902,4,0.642,80,2022,B Major
169,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Europe, Africa, Asia, America, Oceania",255653,True,"Tyler, The Creator;Frank Ocean;Steve Lacy","Tyler, The Creator",12488324,0.0456,0.48,0.61,0,0.313,-7.042,B,0.305,90.034,4,0.297,74,2017,B Major
170,92 Explorer,"Europe, Africa, Asia, America, Oceania",211426,True,Post Malone,Post Malone,41883548,0.265,0.798,0.733,7,0.114,-4.811,A,0.0476,146.046,4,0.861,73,2018,A Minor
171,93 'Til Infinity,"Europe, Africa, Asia, America, Oceania",286440,False,Souls Of Mischief,Souls Of Mischief,288137,0.125,0.59,0.672,1,0.147,-11.792,B,0.412,206.247,4,0.688,73,1993,F-Sharp Major
172,96 Quite Bitter Beings,"Europe, Africa, Asia, America, Oceania",201920,False,CKY,CKY,234460,0.00184,0.458,0.779,3,0.313,-8.312,A,0.0486,99.093,4,0.729,64,1999,F Minor
173,976-EVIL,"Europe, Africa, Asia, America, Oceania",272560,False,Deftones,Deftones,4313713,2.71e-06,0.25,0.783,0,0.184,-5.47,B,0.0327,78.717,4,0.226,63,2008,B Major
174,99 Problems,"Europe, Africa, Asia, America, Oceania",234626,True,JAY-Z,JAY-Z,8594492,0.00661,0.494,0.887,6,0.103,-4.297,A,0.398,89.554,4,0.548,69,2003,D Minor
175,99 Red Balloons,"Europe, Africa, Asia, America, Oceania",229173,False,Goldfinger,Goldfinger,415653,0.00103,0.285,0.843,4,0.327,-7.318,B,0.129,97.051,4,0.282,65,2000,E-Flat Major
176,A BOY IS A GUN*,"Europe, Africa, Asia, America, Oceania",210253,True,"Tyler, The Creator","Tyler, The Creator",12488324,0.575,0.417,0.689,2,0.496,-8.302,A,0.178,79.568,4,0.505,72,2019,B-Flat Minor
177,A Beautiful Morning - Single Version,"Europe, Africa, Asia, America, Oceania",151800,False,The Rascals,The Rascals,35323,0.399,0.503,0.484,5,0.345,-12.833,A,0.0311,122.203,4,0.8,55,1990,G Minor
178,A Better Man,"Europe, Africa, Asia, America, Oceania",184600,False,Clint Black,Clint Black,973297,0.64,0.649,0.667,4,0.117,-9.125,B,0.0266,162.161,4,0.78,57,1989,E-Flat Major
179,A Bitch Iz A Bitch,"Europe, Africa, Asia, America, Oceania",190600,True,N.W.A.,N.W.A.,5198023,0.038,0.905,0.548,4,0.34,-8.131,B,0.381,97.235,4,0.794,59,1989,E-Flat Major
180,A Boy Brushed Red Living In Black And White,"Europe, Africa, Asia, America, Oceania",268000,False,Underoath,Underoath,590487,0.00171,0.419,0.932,1,0.137,-3.604,A,0.106,169.881,4,0.445,63,2004,E-Flat Minor
181,A Broken Wing,"Europe, Africa, Asia, America, Oceania",215600,False,Martina McBride,Martina McBride,1330421,0.273,0.433,0.478,11,0.333,-7.378,B,0.0369,199.785,3,0.219,56,1997,E Major
182,A Cambio de Que,"Europe, Africa, Asia, America, Oceania",215733,False,Marisela,Marisela,1867977,0.656,0.687,0.308,3,0.0844,-15.984,B,0.0344,136.535,4,0.485,63,1989,A-Flat Major
183,A Country Boy Can Survive,"Europe, Africa, Asia, America, Oceania",255000,False,"Hank Williams, Jr.","Hank Williams, Jr.",1533636,0.144,0.688,0.459,7,0.0816,-9.353,B,0.0365,75.184,4,0.493,55,2000,C Major
184,A Day Without Rain,"Europe, Africa, Asia, America, Oceania",156880,False,Enya,Enya,2016065,0.907,0.23,0.159,5,0.102,-16.315,B,0.0323,70.614,4,0.039,65,2000,B-Flat Major
185,A Decade Under The Influence,"Europe, Africa, Asia, America, Oceania",247760,False,Taking Back Sunday,Taking Back Sunday,802845,0.00929,0.491,0.904,9,0.106,-4.729,B,0.0765,156.031,4,0.607,61,2004,D Major
186,A Dios Le Pido,"Europe, Africa, Asia, America, Oceania",205373,False,Juanes,Juanes,4514232,0.0683,0.673,0.841,7,0.0965,-3.564,B,0.0557,97.027,4,0.94,75,2002,C Major
187,A Donde Vayas,"Europe, Africa, Asia, America, Oceania",208066,False,Los Bukis,Los Bukis,3654027,0.418,0.605,0.506,0,0.143,-11.697,B,0.034,85.188,4,0.265,74,2001,B Major
188,A Drop in the Ocean,"Europe, Africa, Asia, America, Oceania",220239,False,Ron Pope,Ron Pope,261678,0.785,0.447,0.393,5,0.28,-8.65,B,0.038,73.139,3,0.564,68,2008,B-Flat Major
189,A Escondidas,"Europe, Africa, Asia, America, Oceania",198893,False,Marisela,Marisela,1867977,0.689,0.585,0.313,2,0.0486,-15.016,B,0.0295,68.816,4,0.445,61,1989,D-Flat Major
190,A Face In The Crowd,"Europe, Africa, Asia, America, Oceania",239306,False,Tom Petty,Tom Petty,2316570,0.114,0.678,0.619,4,0.0609,-13.386,A,0.0266,105.577,4,0.803,59,1989,C Minor
191,A Favor House Atlantic,"Europe, Africa, Asia, America, Oceania",234706,False,Coheed and Cambria,Coheed and Cambria,644588,0.000706,0.294,0.97,4,0.123,-4.942,B,0.265,166.475,4,0.144,61,2003,E-Flat Major
192,A Girl Like You,"Europe, Africa, Asia, America, Oceania",282866,False,The Smithereens,The Smithereens,89523,0.0892,0.657,0.828,1,0.0575,-9.344,B,0.0283,123.799,4,0.908,52,1989,F-Sharp Major
193,A Girl Worth Fighting For,"Europe, Africa, Asia, America, Oceania",146053,False,Lea Salonga;Harvey Fierstein;Matthew Wilder;James Hong;Jerry Tondo;Disney,Lea Salonga,176722,0.564,0.368,0.35,4,0.281,-17.313,B,0.0617,175.741,4,0.849,64,1998,E-Flat Major
194,A Groovy Kind of Love,"Europe, Africa, Asia, America, Oceania",210733,False,Phil Collins,Phil Collins,5348006,0.235,0.452,0.306,2,0.0989,-9.632,B,0.0274,144.125,4,0.182,70,2004,D-Flat Major
195,A Guy with a Girl,"Europe, Africa, Asia, America, Oceania",189466,False,Blake Shelton,Blake Shelton,7231891,0.0158,0.552,0.893,0,0.105,-4.593,B,0.0383,163.948,4,0.777,66,2016,B Major
196,A Huge Tree in the Tsukamori Forest,"Europe, Africa, Asia, America, Oceania",135093,False,Joe Hisaishi,Joe Hisaishi,981392,0.83,0.391,0.242,8,0.096,-14.522,B,0.0323,83.969,4,0.0758,54,1988,G Major
197,A Kind Of Magic - Remastered 2011,America,264253,False,Queen,Queen,48146159,0.018,0.671,0.775,9,0.121,-5.873,B,0.0354,130.121,4,0.695,58,1986,D Major
198,A Lady,"Europe, Africa, Asia, America, Oceania",64973,False,Tally Hall,Tally Hall,591548,0.969,0.5,0.183,9,0.108,-15.266,B,0.0357,83.055,4,0.0962,65,2011,D Major
199,A Las Once De La Noche,"Europe, Africa, Asia, America, Oceania",189172,False,Antonio Aguilar,Antonio Aguilar,2947311,0.81,0.586,0.417,3,0.419,-10.552,B,0.0468,129.197,4,0.976,55,1986,A-Flat Major
200,A Letter to Elise,America,311866,False,The Cure,The Cure,4745730,0.16,0.528,0.592,9,0.223,-13.59,B,0.0321,150.187,4,0.728,52,1992,D Major
201,A Life Where We Work Out (feat. Kaitlin Butts),"Europe, Africa, Asia, America, Oceania",190266,False,Flatland Cavalry;Kaitlin Butts,Flatland Cavalry,196427,0.14,0.596,0.501,3,0.111,-7.456,B,0.0263,152.04,4,0.402,72,2016,A-Flat Major
202,A Little Bit Stronger,"Europe, Africa, Asia, America, Oceania",301986,False,Sara Evans,Sara Evans,1130438,0.282,0.536,0.65,2,0.0876,-5.603,B,0.0337,147.93,4,0.288,64,2011,D-Flat Major
203,A Little Book of Hours: VI. Singing Sun,"Europe, Africa, Asia, America, Oceania",103600,False,Peter Sculthorpe;Elena Riu,Peter Sculthorpe,1721,0.992,0.346,0.00398,10,0.0643,-44.526,B,0.0537,78.891,5,0.318,59,2000,A Major
204,"A Little Less Sixteen Candles, A Little More ""Touch Me""","Europe, Africa, Asia, America, Oceania",169026,False,Fall Out Boy,Fall Out Boy,10246090,0.00704,0.538,0.889,7,0.312,-3.586,B,0.0596,133.044,4,0.696,67,2005,C Major
205,A Little Less Talk And A Lot More Action,"Europe, Africa, Asia, America, Oceania",170546,False,Toby Keith,Toby Keith,2093826,0.262,0.758,0.825,9,0.1,-7.506,B,0.0397,124.906,4,0.926,59,1993,D Major
206,A Little More Country Than That,"Europe, Africa, Asia, America, Oceania",172226,False,Easton Corbin,Easton Corbin,948692,0.0795,0.64,0.6,11,0.106,-8.534,B,0.0318,84.969,4,0.593,61,2010,E Major
207,A Little Piece of Heaven,"Europe, Africa, Asia, America, Oceania",480706,True,Avenged Sevenfold,Avenged Sevenfold,6470603,0.0244,0.486,0.881,2,0.429,-5.623,A,0.0474,144.997,4,0.667,71,2007,B-Flat Minor
208,A Little Respect,America,213373,False,Erasure,Erasure,975672,0.00808,0.596,0.598,0,0.241,-13.409,B,0.0268,113.825,4,0.595,66,1988,B Major
209,"A Little Trauma Can Be Illuminating, And I'm Shining Like The Sun","Europe, Africa, Asia, America, Oceania",133920,True,$uicideboy$,$uicideboy$,5947594,0.023,0.79,0.724,8,0.448,-3.622,B,0.0353,140.009,4,0.148,77,2023,G Major
210,A Lo Mejor,"Europe, Africa, Asia, America, Oceania",212280,False,Banda MS de Sergio Lizárraga,Banda MS de Sergio Lizárraga,17658983,0.543,0.758,0.528,2,0.215,-5.294,B,0.0312,129.973,4,0.629,74,2014,D-Flat Major
211,A Long December,"Europe, Africa, Asia, America, Oceania",295066,False,Counting Crows,Counting Crows,1697124,0.472,0.388,0.579,5,0.219,-6.983,B,0.0286,70.662,4,0.381,61,1996,B-Flat Major
212,A Long Walk,America,280973,False,Jill Scott,Jill Scott,1742836,0.0617,0.713,0.541,6,0.112,-9.295,A,0.248,75.714,4,0.28,58,2000,D Minor
213,A Match Into Water,"Europe, Africa, Asia, America, Oceania",212546,True,Pierce The Veil,Pierce The Veil,2601297,0.0002,0.371,0.979,1,0.516,-2.701,B,0.144,196.058,4,0.473,75,2012,F-Sharp Major
214,A Matter of Trust,"Europe, Africa, Asia, America, Oceania",248746,False,Billy Joel,Billy Joel,5399151,0.0589,0.738,0.662,2,0.306,-8.371,B,0.0268,110.304,4,0.88,59,1986,D-Flat Major
215,A Mi Manera,America,231093,False,Gipsy Kings,Gipsy Kings,817209,0.76,0.481,0.692,8,0.178,-10.038,B,0.057,97.92,4,0.487,48,1988,G Major
216,A Milli,America,221813,True,Lil Wayne,Lil Wayne,13995427,0.0391,0.663,0.688,6,0.223,-8.659,A,0.283,151.589,4,0.731,69,2008,D Minor
217,A Milli,"Europe, Africa, Asia, America, Oceania",221840,True,Lil Wayne,Lil Wayne,13995427,0.0387,0.674,0.695,6,0.194,-8.636,A,0.278,151.486,4,0.773,73,2008,D Minor
218,A Mis Enemigos,"Europe, Africa, Asia, America, Oceania",183813,False,Valentín Elizalde,Valentín Elizalde,3083340,0.725,0.817,0.482,3,0.0756,-5.085,B,0.0487,102.539,3,0.969,69,2006,A-Flat Major
219,A Moment Like This,"Europe, Asia, America, Oceania",228280,False,Kelly Clarkson,Kelly Clarkson,10109415,0.163,0.414,0.572,8,0.115,-3.918,B,0.0311,145.184,4,0.16,57,2003,G Major
220,"A Mí, ¿Qué Me Quedó?","Europe, Africa, Asia, America, Oceania",161493,False,Los Invasores De Nuevo León,Los Invasores De Nuevo León,1829737,0.046,0.736,0.445,11,0.0719,-11.756,A,0.0661,160.147,4,0.87,72,1997,D-Flat Minor
221,A New Level,"Europe, Africa, Asia, America, Oceania",237466,True,Pantera,Pantera,4581982,5.68e-05,0.302,0.868,9,0.0888,-9.349,B,0.0688,136.572,4,0.454,58,1992,D Major
222,A New Level - 2012 Remaster,"Europe, Africa, Asia, America, Oceania",237546,True,Pantera,Pantera,4581982,2.57e-05,0.324,0.925,6,0.092,-6.122,A,0.0883,136.614,4,0.413,54,1992,D Minor
223,A Pearl,"Europe, Africa, Asia, America, Oceania",156145,False,Mitski,Mitski,4954915,0.0496,0.295,0.637,8,0.112,-4.043,B,0.0288,84.551,4,0.221,75,2018,G Major
224,A Pedir Su Mano,"Europe, Africa, Asia, America, Oceania",295280,False,Juan Luis Guerra 4.40,Juan Luis Guerra 4.40,4358983,0.298,0.639,0.951,2,0.398,-6.421,B,0.0701,141.87,4,0.719,64,1990,D-Flat Major
225,A Perfectly Good Heart,America,220146,False,Taylor Swift,Taylor Swift,84618954,0.00349,0.483,0.751,4,0.128,-5.726,B,0.0365,156.092,4,0.268,58,2006,E-Flat Major
226,A Place for My Head,"Europe, Africa, Asia, America, Oceania",184640,False,Linkin Park,Linkin Park,24326619,0.0144,0.603,0.908,11,0.671,-5.254,B,0.184,133.063,4,0.457,74,2000,E Major
227,A Place in this World,America,199200,False,Taylor Swift,Taylor Swift,84618954,0.051,0.576,0.777,9,0.32,-2.881,B,0.0324,115.028,4,0.428,62,2006,D Major
228,A Puro Dolor - Balada,"Europe, Africa, Asia, America, Oceania",210186,False,Son By Four,Son By Four,130997,0.342,0.56,0.544,0,0.203,-10.171,B,0.0465,149.695,4,0.347,72,2000,B Major
229,A Quick One Before the Eternal Worm Devours Connecticut,"Europe, Africa, Asia, America, Oceania",472695,False,Have A Nice Life,Have A Nice Life,297394,0.608,0.365,0.172,9,0.305,-19.388,B,0.0336,74.53,3,0.0369,67,2008,D Major
230,A Quién Quieres Engañar?,"Europe, Africa, Asia, America, Oceania",253626,False,Los Temerarios,Los Temerarios,3750095,0.117,0.735,0.478,3,0.393,-12.822,B,0.0286,119.167,4,0.795,62,1992,A-Flat Major
231,A Quién Vas a Amar Más Que a Mí,"Europe, Africa, Asia, America, Oceania",167400,False,Vicente Fernández,Vicente Fernández,9470282,0.811,0.671,0.329,9,0.0632,-8.153,B,0.0304,95.946,4,0.539,67,2007,D Major
232,A Qué Le Tiramos,"Europe, Africa, Asia, America, Oceania",186786,False,Bronco,Bronco,3281676,0.421,0.519,0.494,6,0.107,-12.009,A,0.0387,148.592,4,0.658,68,1989,D Minor
233,A Rush and a Push and the Land Is Ours - 2011 Remaster,"Europe, Africa, Asia, America, Oceania",183013,False,The Smiths,The Smiths,4402333,0.114,0.67,0.64,10,0.259,-9.024,B,0.0268,110.14,4,0.633,61,1987,A Major
234,A Sky Full of Stars,"Europe, Africa, Asia, America, Oceania",267866,False,Coldplay,Coldplay,46873766,0.00617,0.545,0.675,6,0.209,-6.474,B,0.0279,124.97,4,0.162,88,2014,F Major
235,A Song For Mama,America,303373,False,Boyz II Men,Boyz II Men,2859038,0.471,0.569,0.44,7,0.143,-8.948,B,0.035,75.001,4,0.151,52,1997,C Major
236,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version","Europe, Africa, Asia, America, Oceania",249040,False,Julie Andrews,Julie Andrews,115940,0.743,0.48,0.39,5,0.137,-14.253,B,0.149,110.7,4,0.642,56,1997,B-Flat Major
237,A Star Is Born,"Europe, Africa, Asia, America, Oceania",124200,False,Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney,Cheryl Freeman,5611,0.382,0.681,0.833,0,0.391,-6.248,B,0.0847,117.54,4,0.725,59,1997,B Major
238,A Tale Of 2 Citiez,"Europe, Africa, Asia, America, Oceania",269721,True,J. Cole,J. Cole,21215530,0.553,0.771,0.536,11,0.294,-8.534,B,0.323,94.995,4,0.343,69,2014,E Major
239,A Thousand Miles,"Europe, Africa, Asia, America, Oceania",237493,False,Vanessa Carlton,Vanessa Carlton,602247,0.323,0.56,0.825,11,0.161,-3.862,B,0.0379,94.931,4,0.268,79,2002,E Major
240,A Thousand Years,America,285120,False,Christina Perri,Christina Perri,3690996,0.309,0.421,0.407,10,0.11,-7.445,B,0.0267,139.028,3,0.161,58,2011,A Major
241,A Thousand Years,"Europe, Africa, Asia, America, Oceania",285120,False,Christina Perri,Christina Perri,3690996,0.309,0.421,0.407,10,0.11,-7.445,B,0.0267,139.028,3,0.161,83,2011,A Major
